course_id,phase,course_name,topic_id,topic_name,content_id,content_name,learning_objectives,teaching_hours,items_per_topic,course_difficulty,card,item
ANA101,1,Anatomy,ANA101_TOP01,Anatomy of Radiology & Images,ANA101_TOP01-C001,Head & Neck (cervical Spine) AP & Lateral View,describe radio-opaque and radio-lucent structures identify and locate the normal structures in radiograph,29,14,1,ANA-C01,ANA-C01-ITM11
ANA101,1,Anatomy,ANA101_TOP01,Anatomy of Radiology & Images,ANA101_TOP01-C001,Leg Including Proximal & Distal Joints AP & Lateral View,describe radio-opaque and radio-lucent structures identify and locate the normal structures in radiograph,29,14,1,ANA-C01,ANA-C01-ITM12
ANA101,1,Anatomy,ANA101_TOP01,Anatomy of Radiology & Images,ANA101_TOP01-C001,Pelvis AP View,describe radio-opaque and radio-lucent structures identify and locate the normal structures in radiograph,29,14,1,ANA-C01,ANA-C01-ITM13
ANA101,1,Anatomy,ANA101_TOP01,Anatomy of Radiology & Images,ANA101_TOP01-C001,Thigh Including Proximal & Distal Joints AP & Lateral View,describe radio-opaque and radio-lucent structures identify and locate the normal structures in radiograph,29,14,1,ANA-C01,ANA-C01-ITM14
ANA101,1,Anatomy,ANA101_TOP02,Cell Biology,ANA101_TOP02-C002,Cell Membrane & Transport,"define and describe the human cell & its constituents, structure & describe the features of different types of cells.",37,1,1,ANA-C02,ANA-C02-ITM01
ANA101,1,Anatomy,ANA101_TOP03,Clinical Anatomy,ANA101_TOP03-C003,Thorax Clinical Correlates,"describe the anatomical basis for selection of arteries, veins & demonstrate the different auscultatory areas describe the anatomical basis for clinical procedure of Thorax, Arterial pulsation Intravenous injections Intramuscular injection Apex beat, mitral, tricuspid, aortic & pulmonary areas Sternal puncture Pleural effusion Pericardial effusion Coronary angiogram Bronchoscopy Laryngoscopy Paracentesis /peritoneal dialysis Ryle?s tube Endoscopy Liver abscess Vasectomy Tubal ligation Nasogastric intubation Palpation of Cervical lymph node Lumbar puncture Epidural/spinal anesthesia Pudendal block Fundoscopy",37,3,1,ANA-C03,ANA-C03-ITM01
ANA101,1,Anatomy,ANA101_TOP03,Clinical Anatomy,ANA101_TOP03-C003,Abdominal Clinical Correlates,"describe the anatomical basis of clinical disorder of structures of the Pleurisy / Pleural effusion Pneumothorax Coronary artery disease Pericarditis/ pericardial effusion Flail chest Paralysis of the diaphragm Portal vein obstruction Hydrocele Hernia Peritonitis, ascites Gastric ulcer Duodenal ulcer Gall stone/cholecystitis appendicitis Benign hyperplasia of prostate, Prostatic cancer Cystocele Stress incontinence Rupture urethra Salpingitis Ectopic pregnancy Prolapse of uterus / vagina Haemorrhoids Undescended testis Psoas abscess Ischiorectal abscess",37,3,1,ANA-C03,ANA-C03-ITM02
ANA101,1,Anatomy,ANA101_TOP03,Clinical Anatomy,ANA101_TOP03-C003,Head & Neck Clinical Correlates,"describe the anatomical basis of clinical disorder of the structures Fracture of the skull bones Scalp injury Piriform fossa and foreign body Otitis media Sinusitis Epistaxis Tonsilitis Swelling of thyroid gland Mumps Cavernous vein thrombosis Cervical rib Injury to brain /eye ball / spinal cord/cranial nerves Meningitis Hydrocephalus Cerebral ischaemia, intracranial haemorrhage Papilledema Horner?s syndrome Dislocation of shoulder joint Brachial plexus & injury to its nerves Carpal tunnel syndrome Colle?s fracture Breast abscess & breast cancer Varicose vein Deep vein thrombosis Nerve injury Dislocation of hip joint Rupture of menisci & cruciate ligament, Bursitis Deformities of foot",37,3,1,ANA-C03,ANA-C03-ITM03
ANA101,1,Anatomy,ANA101_TOP04,General Anatomy,ANA101_TOP04-C004,"Anatomical Terminologies, Anatomical Planes & Positions.","define anatomy and explain the subdivisions of anatomy. describe the anatomical terminology, planes & positions. define and classify bone. Describe the composition, blood supply, describe the composition, characteristics, location and functions define & classify joints. Describe the characters, stability & classify muscles. Describe their properties and functions. define & classify blood vessels. describe the different types of circulation. describe different types of vascular anastomosis with their describe components, functions & the general plan of lymphatic classify lymphoid organs. Describe the functions of lymphoid",20,9,1,ANA-C04,ANA-C04-ITM01
ANA101,1,Anatomy,ANA101_TOP04,General Anatomy,ANA101_TOP04-C004,"Blood Vascular System: Component Parts, General Plan, Structure, Classification. Differences Between Different Types of Vessel. Nutrition & Innervations of Vessels. Circulation ? Systemic, Portal & Pulmonary Circulation and Characteristic Features of Each Type. Vascular Anastomosis: Types ,Sites, Characteristics ,Functional and Clinical Importance","define anatomy and explain the subdivisions of anatomy. describe the anatomical terminology, planes & positions. define and classify bone. Describe the composition, blood supply, describe the composition, characteristics, location and functions define & classify joints. Describe the characters, stability & classify muscles. Describe their properties and functions. define & classify blood vessels. describe the different types of circulation. describe different types of vascular anastomosis with their describe components, functions & the general plan of lymphatic classify lymphoid organs. Describe the functions of lymphoid",20,9,1,ANA-C04,ANA-C04-ITM02
ANA101,1,Anatomy,ANA101_TOP04,General Anatomy,ANA101_TOP04-C004,"Cartilages: Composition, Types, Characters, Locations and Functions","define anatomy and explain the subdivisions of anatomy. describe the anatomical terminology, planes & positions. define and classify bone. Describe the composition, blood supply, describe the composition, characteristics, location and functions define & classify joints. Describe the characters, stability & classify muscles. Describe their properties and functions. define & classify blood vessels. describe the different types of circulation. describe different types of vascular anastomosis with their describe components, functions & the general plan of lymphatic classify lymphoid organs. Describe the functions of lymphoid",20,9,1,ANA-C04,ANA-C04-ITM03
ANA101,1,Anatomy,ANA101_TOP04,General Anatomy,ANA101_TOP04-C004,"Definition, Subdivisions of Anatomy and Its Importance in the Study of Medicine.","define anatomy and explain the subdivisions of anatomy. describe the anatomical terminology, planes & positions. define and classify bone. Describe the composition, blood supply, describe the composition, characteristics, location and functions define & classify joints. Describe the characters, stability & classify muscles. Describe their properties and functions. define & classify blood vessels. describe the different types of circulation. describe different types of vascular anastomosis with their describe components, functions & the general plan of lymphatic classify lymphoid organs. Describe the functions of lymphoid",20,9,1,ANA-C04,ANA-C04-ITM04
ANA101,1,Anatomy,ANA101_TOP04,General Anatomy,ANA101_TOP04-C004,"Joint: Classification, Characteristics of Each Type & Movements, Stability of the Joints. Clinical Conditions Associated with Joints. General Plan of Blood Supply & Nerve Supply of Joints.","define anatomy and explain the subdivisions of anatomy. describe the anatomical terminology, planes & positions. define and classify bone. Describe the composition, blood supply, describe the composition, characteristics, location and functions define & classify joints. Describe the characters, stability & classify muscles. Describe their properties and functions. define & classify blood vessels. describe the different types of circulation. describe different types of vascular anastomosis with their describe components, functions & the general plan of lymphatic classify lymphoid organs. Describe the functions of lymphoid",20,9,1,ANA-C04,ANA-C04-ITM05
ANA101,1,Anatomy,ANA101_TOP04,General Anatomy,ANA101_TOP04-C004,"Lymph Vascular System: Components, Characteristic Features of Lymph Capillaries. Comparison with Blood Capillary.","define anatomy and explain the subdivisions of anatomy. describe the anatomical terminology, planes & positions. define and classify bone. Describe the composition, blood supply, describe the composition, characteristics, location and functions define & classify joints. Describe the characters, stability & classify muscles. Describe their properties and functions. define & classify blood vessels. describe the different types of circulation. describe different types of vascular anastomosis with their describe components, functions & the general plan of lymphatic classify lymphoid organs. Describe the functions of lymphoid",20,9,1,ANA-C04,ANA-C04-ITM06
ANA101,1,Anatomy,ANA101_TOP04,General Anatomy,ANA101_TOP04-C004,"Lymphoid Organs: Classification, Distribution & Functions, Term I 9 Learning Objectives Contents Teaching Hours","define anatomy and explain the subdivisions of anatomy. describe the anatomical terminology, planes & positions. define and classify bone. Describe the composition, blood supply, describe the composition, characteristics, location and functions define & classify joints. Describe the characters, stability & classify muscles. Describe their properties and functions. define & classify blood vessels. describe the different types of circulation. describe different types of vascular anastomosis with their describe components, functions & the general plan of lymphatic classify lymphoid organs. Describe the functions of lymphoid",20,9,1,ANA-C04,ANA-C04-ITM07
ANA101,1,Anatomy,ANA101_TOP04,General Anatomy,ANA101_TOP04-C004,"Muscular System: Different Ways of Classification, Characteristics and Functions Different Types. Skeletal Muscle ? Classification; Principle Applied to Innervation & Contraction.","define anatomy and explain the subdivisions of anatomy. describe the anatomical terminology, planes & positions. define and classify bone. Describe the composition, blood supply, describe the composition, characteristics, location and functions define & classify joints. Describe the characters, stability & classify muscles. Describe their properties and functions. define & classify blood vessels. describe the different types of circulation. describe different types of vascular anastomosis with their describe components, functions & the general plan of lymphatic classify lymphoid organs. Describe the functions of lymphoid",20,9,1,ANA-C04,ANA-C04-ITM08
ANA101,1,Anatomy,ANA101_TOP04,General Anatomy,ANA101_TOP04-C004,"Skeletal System: Bones ? Classification, Composition, Functions, Parts of A Developing Long Bone, Blood Supply, Periosteum & Endosteum. Ossification ? Definition, Centres, Processes. Factors Affecting Growth of Bone.","define anatomy and explain the subdivisions of anatomy. describe the anatomical terminology, planes & positions. define and classify bone. Describe the composition, blood supply, describe the composition, characteristics, location and functions define & classify joints. Describe the characters, stability & classify muscles. Describe their properties and functions. define & classify blood vessels. describe the different types of circulation. describe different types of vascular anastomosis with their describe components, functions & the general plan of lymphatic classify lymphoid organs. Describe the functions of lymphoid",20,9,1,ANA-C04,ANA-C04-ITM09
ANA101,1,Anatomy,ANA101_TOP05,General Embryology,ANA101_TOP05-C005,"Basic Process of Development: Proliferation, Growth, Differentiation, Inductors, Evocators and Organizer","define terms related to embryology explain the significance of study of embryology explain basic process of development describe different processes of cell division describe oogenesis and spermatogenesis describe the process of fertilization describe the events of 1st week of development. describe the events2nd describe the events 3rd week of development. describe the development & derivatives of ectoderm, mesoderm & explain the development of foetal membranes explain the development of twins & their types. describe the causes & types of congenital anomalies explain the process of human evocation describe the Molecular regulation & cell signaling pathways",18,15,1,ANA-C05,ANA-C05-ITM01
ANA101,1,Anatomy,ANA101_TOP05,General Embryology,ANA101_TOP05-C005,Cell Division: Types,"define terms related to embryology explain the significance of study of embryology explain basic process of development describe different processes of cell division describe oogenesis and spermatogenesis describe the process of fertilization describe the events of 1st week of development. describe the events2nd describe the events 3rd week of development. describe the development & derivatives of ectoderm, mesoderm & explain the development of foetal membranes explain the development of twins & their types. describe the causes & types of congenital anomalies explain the process of human evocation describe the Molecular regulation & cell signaling pathways",18,15,1,ANA-C05,ANA-C05-ITM02
ANA101,1,Anatomy,ANA101_TOP05,General Embryology,ANA101_TOP05-C005,Concepts of Medical Biotechnology in Relation to Embryology,"define terms related to embryology explain the significance of study of embryology explain basic process of development describe different processes of cell division describe oogenesis and spermatogenesis describe the process of fertilization describe the events of 1st week of development. describe the events2nd describe the events 3rd week of development. describe the development & derivatives of ectoderm, mesoderm & explain the development of foetal membranes explain the development of twins & their types. describe the causes & types of congenital anomalies explain the process of human evocation describe the Molecular regulation & cell signaling pathways",18,15,1,ANA-C05,ANA-C05-ITM03
ANA101,1,Anatomy,ANA101_TOP05,General Embryology,ANA101_TOP05-C005,"Derivatives of Germ Layers: Ectoderm, Mesoderm & Endoderm.","define terms related to embryology explain the significance of study of embryology explain basic process of development describe different processes of cell division describe oogenesis and spermatogenesis describe the process of fertilization describe the events of 1st week of development. describe the events2nd describe the events 3rd week of development. describe the development & derivatives of ectoderm, mesoderm & explain the development of foetal membranes explain the development of twins & their types. describe the causes & types of congenital anomalies explain the process of human evocation describe the Molecular regulation & cell signaling pathways",18,15,1,ANA-C05,ANA-C05-ITM04
ANA101,1,Anatomy,ANA101_TOP05,General Embryology,ANA101_TOP05-C005,"Fertilization: Events, Factors Influencing the Fertilization; Progress in 1st Week of Development","define terms related to embryology explain the significance of study of embryology explain basic process of development describe different processes of cell division describe oogenesis and spermatogenesis describe the process of fertilization describe the events of 1st week of development. describe the events2nd describe the events 3rd week of development. describe the development & derivatives of ectoderm, mesoderm & explain the development of foetal membranes explain the development of twins & their types. describe the causes & types of congenital anomalies explain the process of human evocation describe the Molecular regulation & cell signaling pathways",18,15,1,ANA-C05,ANA-C05-ITM05
ANA101,1,Anatomy,ANA101_TOP05,General Embryology,ANA101_TOP05-C005,"Foetal Membranes : Placenta, Chorion, Amnion, Umbilical Cord, Yolk Sac Etc.","define terms related to embryology explain the significance of study of embryology explain basic process of development describe different processes of cell division describe oogenesis and spermatogenesis describe the process of fertilization describe the events of 1st week of development. describe the events2nd describe the events 3rd week of development. describe the development & derivatives of ectoderm, mesoderm & explain the development of foetal membranes explain the development of twins & their types. describe the causes & types of congenital anomalies explain the process of human evocation describe the Molecular regulation & cell signaling pathways",18,15,1,ANA-C05,ANA-C05-ITM06
ANA101,1,Anatomy,ANA101_TOP05,General Embryology,ANA101_TOP05-C005,Gametogenesis and Maturation of Germ Cells.,"define terms related to embryology explain the significance of study of embryology explain basic process of development describe different processes of cell division describe oogenesis and spermatogenesis describe the process of fertilization describe the events of 1st week of development. describe the events2nd describe the events 3rd week of development. describe the development & derivatives of ectoderm, mesoderm & explain the development of foetal membranes explain the development of twins & their types. describe the causes & types of congenital anomalies explain the process of human evocation describe the Molecular regulation & cell signaling pathways",18,15,1,ANA-C05,ANA-C05-ITM07
ANA101,1,Anatomy,ANA101_TOP05,General Embryology,ANA101_TOP05-C005,Human Evolution,"define terms related to embryology explain the significance of study of embryology explain basic process of development describe different processes of cell division describe oogenesis and spermatogenesis describe the process of fertilization describe the events of 1st week of development. describe the events2nd describe the events 3rd week of development. describe the development & derivatives of ectoderm, mesoderm & explain the development of foetal membranes explain the development of twins & their types. describe the causes & types of congenital anomalies explain the process of human evocation describe the Molecular regulation & cell signaling pathways",18,15,1,ANA-C05,ANA-C05-ITM08
ANA101,1,Anatomy,ANA101_TOP05,General Embryology,ANA101_TOP05-C005,Introduction: Terms and Definition; Significance of Study of Embryology.,"define terms related to embryology explain the significance of study of embryology explain basic process of development describe different processes of cell division describe oogenesis and spermatogenesis describe the process of fertilization describe the events of 1st week of development. describe the events2nd describe the events 3rd week of development. describe the development & derivatives of ectoderm, mesoderm & explain the development of foetal membranes explain the development of twins & their types. describe the causes & types of congenital anomalies explain the process of human evocation describe the Molecular regulation & cell signaling pathways",18,15,1,ANA-C05,ANA-C05-ITM09
ANA101,1,Anatomy,ANA101_TOP05,General Embryology,ANA101_TOP05-C005,Introduction & Significance,"define terms related to embryology explain the significance of study of embryology explain basic process of development describe different processes of cell division describe oogenesis and spermatogenesis describe the process of fertilization describe the events of 1st week of development. describe the events2nd describe the events 3rd week of development. describe the development & derivatives of ectoderm, mesoderm & explain the development of foetal membranes explain the development of twins & their types. describe the causes & types of congenital anomalies explain the process of human evocation describe the Molecular regulation & cell signaling pathways",18,15,1,ANA-C05,ANA-C05-ITM10
ANA101,1,Anatomy,ANA101_TOP05,General Embryology,ANA101_TOP05-C005,Progress in 2nd Week of Development.,"define terms related to embryology explain the significance of study of embryology explain basic process of development describe different processes of cell division describe oogenesis and spermatogenesis describe the process of fertilization describe the events of 1st week of development. describe the events2nd describe the events 3rd week of development. describe the development & derivatives of ectoderm, mesoderm & explain the development of foetal membranes explain the development of twins & their types. describe the causes & types of congenital anomalies explain the process of human evocation describe the Molecular regulation & cell signaling pathways",18,15,1,ANA-C05,ANA-C05-ITM11
ANA101,1,Anatomy,ANA101_TOP05,General Embryology,ANA101_TOP05-C005,Progress in 3rd Week of Development.,"define terms related to embryology explain the significance of study of embryology explain basic process of development describe different processes of cell division describe oogenesis and spermatogenesis describe the process of fertilization describe the events of 1st week of development. describe the events2nd describe the events 3rd week of development. describe the development & derivatives of ectoderm, mesoderm & explain the development of foetal membranes explain the development of twins & their types. describe the causes & types of congenital anomalies explain the process of human evocation describe the Molecular regulation & cell signaling pathways",18,15,1,ANA-C05,ANA-C05-ITM12
ANA101,1,Anatomy,ANA101_TOP05,General Embryology,ANA101_TOP05-C005,Teratology,"define terms related to embryology explain the significance of study of embryology explain basic process of development describe different processes of cell division describe oogenesis and spermatogenesis describe the process of fertilization describe the events of 1st week of development. describe the events2nd describe the events 3rd week of development. describe the development & derivatives of ectoderm, mesoderm & explain the development of foetal membranes explain the development of twins & their types. describe the causes & types of congenital anomalies explain the process of human evocation describe the Molecular regulation & cell signaling pathways",18,15,1,ANA-C05,ANA-C05-ITM13
ANA101,1,Anatomy,ANA101_TOP05,General Embryology,ANA101_TOP05-C005,Twins,"define terms related to embryology explain the significance of study of embryology explain basic process of development describe different processes of cell division describe oogenesis and spermatogenesis describe the process of fertilization describe the events of 1st week of development. describe the events2nd describe the events 3rd week of development. describe the development & derivatives of ectoderm, mesoderm & explain the development of foetal membranes explain the development of twins & their types. describe the causes & types of congenital anomalies explain the process of human evocation describe the Molecular regulation & cell signaling pathways",18,15,1,ANA-C05,ANA-C05-ITM14
ANA101,1,Anatomy,ANA101_TOP05,General Embryology,ANA101_TOP05-C005,Chromosomal Changes During Cell Division with Anomalies,"define terms related to embryology explain the significance of study of embryology explain basic process of development describe different processes of cell division describe oogenesis and spermatogenesis describe the process of fertilization describe the events of 1st week of development. describe the events2nd describe the events 3rd week of development. describe the development & derivatives of ectoderm, mesoderm & explain the development of foetal membranes explain the development of twins & their types. describe the causes & types of congenital anomalies explain the process of human evocation describe the Molecular regulation & cell signaling pathways",18,15,1,ANA-C05,ANA-C05-ITM15
ANA101,1,Anatomy,ANA101_TOP06,General Histology,ANA101_TOP06-C006,Epithelium: Types & Specializations,"Respiratory system : Respiratory tract & Lung Vascular system : Different types of artery, capillary & Lymphoid organs: Thymus, spleen, lymph node & tonsil Digestive system & associated Glands : tongue, Exocrine glands : salivary glands Urinary system : kidney, ureter, urinary bladder Male reproductive system : testis, epididymis, vas deferens, Female reproductive system: ovary, uterus, uterine tube, Endocrine glands: pituitary, thyroid, parathyroid, adrenal Skin and its appendages",14,2,1,ANA-C06,ANA-C06-ITM01
ANA101,1,Anatomy,ANA101_TOP06,General Histology,ANA101_TOP06-C006,Connective Tissue: Cells & Fibers,define and classify the basic tissues in the body identify under microscope different types of: Epithelial tissue Connective tissue Muscular tissue describe microscopic components and differentiate different Epithelial tissue Connective tissue Muscular tissue describe the histological structures of different types of muscle describe the composition & functions of components of nervous correlate inter-relationship between structure and functions of each,14,2,1,ANA-C06,ANA-C06-ITM02
ANA101,1,Anatomy,ANA101_TOP07,Human Genetics,ANA101_TOP07-C007,Chromosomes: Basic Structure,describe the different basic features of chromosomes. define terms related to human genetics.,16,6,1,ANA-C07,ANA-C07-ITM01
ANA101,1,Anatomy,ANA101_TOP07,Human Genetics,ANA101_TOP07-C007,"Cytoplasm, Organelles and Inclusions ? Structure & Functions",describe the different basic features of chromosomes. define terms related to human genetics.,16,6,1,ANA-C07,ANA-C07-ITM02
ANA101,1,Anatomy,ANA101_TOP07,Human Genetics,ANA101_TOP07-C007,"Functional Correlation of Different Types of Cell (protein Secreting, Ion Transporting, Steroid Secreting, Mucus Secreting, Antibody Producing Cell) in Respect of Their Nuclear, Cytoplasmic, Membrane and Surface Feature",describe the different basic features of chromosomes. define terms related to human genetics.,16,6,1,ANA-C07,ANA-C07-ITM03
ANA101,1,Anatomy,ANA101_TOP07,Human Genetics,ANA101_TOP07-C007,"Human Cell ? Basic Organization, Types of Constituents, Cell Membrane",describe the different basic features of chromosomes. define terms related to human genetics.,16,6,1,ANA-C07,ANA-C07-ITM04
ANA101,1,Anatomy,ANA101_TOP07,Human Genetics,ANA101_TOP07-C007,Nucleus ? Structure & Functions,describe the different basic features of chromosomes. define terms related to human genetics.,16,6,1,ANA-C07,ANA-C07-ITM05
ANA101,1,Anatomy,ANA101_TOP07,Human Genetics,ANA101_TOP07-C007,Chromosome Structure & Karyotype,describe the different basic features of chromosomes. define terms related to human genetics.,16,6,1,ANA-C07,ANA-C07-ITM06
ANA101,1,Anatomy,ANA101_TOP08,Living (surface) Anatomy,ANA101_TOP08-C008,Abdominal Aorta & Inferior Vena Cava,"locate, demonstrate the different anatomical planes and land draw, demonstrate the nine regions of the abdomen on the surface draw and indicate inguinal canal on the surface of the body draw and demonstrate important anatomical points, borders and locate and demonstrate important points and structures of inferior draw and demonstrate important anatomical points and structures Facial artery, Facial vein Internal jugular vein, External jugular vein Common Carotid artery & its bifurcation Facial Nerve & their branches vagus nerve in the neck Parotid gland and its duct Frontal and maxillary air sinuses Thyroid gland Tip of the coracoid process Inferior angle of scapula Tip of the 7th cervical spine Pterion, lambda Middle meningeal artery",10,32,1,ANA-C08,ANA-C08-ITM01
ANA101,1,Anatomy,ANA101_TOP08,Living (surface) Anatomy,ANA101_TOP08-C008,Adductor Tubercle,"locate, demonstrate the different anatomical planes and land draw, demonstrate the nine regions of the abdomen on the surface draw and indicate inguinal canal on the surface of the body draw and demonstrate important anatomical points, borders and locate and demonstrate important points and structures of inferior draw and demonstrate important anatomical points and structures Facial artery, Facial vein Internal jugular vein, External jugular vein Common Carotid artery & its bifurcation Facial Nerve & their branches vagus nerve in the neck Parotid gland and its duct Frontal and maxillary air sinuses Thyroid gland Tip of the coracoid process Inferior angle of scapula Tip of the 7th cervical spine Pterion, lambda Middle meningeal artery",10,32,1,ANA-C08,ANA-C08-ITM02
ANA101,1,Anatomy,ANA101_TOP08,Living (surface) Anatomy,ANA101_TOP08-C008,Anatomical Snuff Box,locate and count ribs & costal cartilages draw and demonstrate important anatomical points and structures draw and demonstrate important anatomical points and structures,10,32,1,ANA-C08,ANA-C08-ITM03
ANA101,1,Anatomy,ANA101_TOP08,Living (surface) Anatomy,ANA101_TOP08-C008,Anterior & Posterior Tibial Artery,"locate, demonstrate the different anatomical planes and land draw, demonstrate the nine regions of the abdomen on the surface draw and indicate inguinal canal on the surface of the body draw and demonstrate important anatomical points, borders and locate and demonstrate important points and structures of inferior draw and demonstrate important anatomical points and structures Facial artery, Facial vein Internal jugular vein, External jugular vein Common Carotid artery & its bifurcation Facial Nerve & their branches vagus nerve in the neck Parotid gland and its duct Frontal and maxillary air sinuses Thyroid gland Tip of the coracoid process Inferior angle of scapula Tip of the 7th cervical spine Pterion, lambda Middle meningeal artery",10,32,1,ANA-C08,ANA-C08-ITM04
ANA101,1,Anatomy,ANA101_TOP08,Living (surface) Anatomy,ANA101_TOP08-C008,Anterior Superior Iliac Spine,"locate, demonstrate the different anatomical planes and land draw, demonstrate the nine regions of the abdomen on the surface draw and indicate inguinal canal on the surface of the body draw and demonstrate important anatomical points, borders and locate and demonstrate important points and structures of inferior draw and demonstrate important anatomical points and structures Facial artery, Facial vein Internal jugular vein, External jugular vein Common Carotid artery & its bifurcation Facial Nerve & their branches vagus nerve in the neck Parotid gland and its duct Frontal and maxillary air sinuses Thyroid gland Tip of the coracoid process Inferior angle of scapula Tip of the 7th cervical spine Pterion, lambda Middle meningeal artery",10,32,1,ANA-C08,ANA-C08-ITM05
ANA101,1,Anatomy,ANA101_TOP08,Living (surface) Anatomy,ANA101_TOP08-C008,Area of Superficial Cardiac Dullness Common Carotid and Subclavian Artery Internal Thoracic Artery Superior Extremity,locate and count ribs & costal cartilages draw and demonstrate important anatomical points and structures draw and demonstrate important anatomical points and structures,10,32,1,ANA-C08,ANA-C08-ITM06
ANA101,1,Anatomy,ANA101_TOP08,Living (surface) Anatomy,ANA101_TOP08-C008,Arteria Dorsalis Pedis,"locate, demonstrate the different anatomical planes and land draw, demonstrate the nine regions of the abdomen on the surface draw and indicate inguinal canal on the surface of the body draw and demonstrate important anatomical points, borders and locate and demonstrate important points and structures of inferior draw and demonstrate important anatomical points and structures Facial artery, Facial vein Internal jugular vein, External jugular vein Common Carotid artery & its bifurcation Facial Nerve & their branches vagus nerve in the neck Parotid gland and its duct Frontal and maxillary air sinuses Thyroid gland Tip of the coracoid process Inferior angle of scapula Tip of the 7th cervical spine Pterion, lambda Middle meningeal artery",10,32,1,ANA-C08,ANA-C08-ITM07
ANA101,1,Anatomy,ANA101_TOP08,Living (surface) Anatomy,ANA101_TOP08-C008,"Arteries: Brachial, Radial, Ulnar Artery, Superficial and Deep Palmar Arch",locate and count ribs & costal cartilages draw and demonstrate important anatomical points and structures draw and demonstrate important anatomical points and structures,10,32,1,ANA-C08,ANA-C08-ITM08
ANA101,1,Anatomy,ANA101_TOP08,Living (surface) Anatomy,ANA101_TOP08-C008,"Common Peroneal Nerve, Tibial Nerve","locate, demonstrate the different anatomical planes and land draw, demonstrate the nine regions of the abdomen on the surface draw and indicate inguinal canal on the surface of the body draw and demonstrate important anatomical points, borders and locate and demonstrate important points and structures of inferior draw and demonstrate important anatomical points and structures Facial artery, Facial vein Internal jugular vein, External jugular vein Common Carotid artery & its bifurcation Facial Nerve & their branches vagus nerve in the neck Parotid gland and its duct Frontal and maxillary air sinuses Thyroid gland Tip of the coracoid process Inferior angle of scapula Tip of the 7th cervical spine Pterion, lambda Middle meningeal artery",10,32,1,ANA-C08,ANA-C08-ITM09
ANA101,1,Anatomy,ANA101_TOP08,Living (surface) Anatomy,ANA101_TOP08-C008,Counting of Ribs and Costal Cartilages,locate and count ribs & costal cartilages draw and demonstrate important anatomical points and structures draw and demonstrate important anatomical points and structures,10,32,1,ANA-C08,ANA-C08-ITM10
ANA101,1,Anatomy,ANA101_TOP08,Living (surface) Anatomy,ANA101_TOP08-C008,Esophagus,locate and count ribs & costal cartilages draw and demonstrate important anatomical points and structures draw and demonstrate important anatomical points and structures,10,32,1,ANA-C08,ANA-C08-ITM11
